pid,sid,trl,cond,start,isHead,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,rt,resp
4,181,19,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,10,1
4,181,20,1,7,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,14,1
4,181,21,1,6,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,15,1
4,181,22,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,10,1
4,181,23,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,13,1
4,181,24,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,13,0
4,181,25,1,3,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,19,0
4,181,26,1,6,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,14,0
4,181,27,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0
4,181,28,1,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,16,1
4,181,29,1,8,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,11,1
4,181,30,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,11,0
4,181,31,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,15,1
4,181,32,1,4,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,20,1
4,181,33,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,17,1
4,181,34,1,8,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,17,1
4,181,35,1,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0
4,181,36,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,12,0
4,181,37,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,13,1
4,181,38,1,6,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,,
4,181,39,1,3,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,13,1
4,181,40,1,5,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,11,1
4,181,41,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,15,1
4,181,42,1,6,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,12,1
4,181,43,1,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,19,0
4,181,44,1,7,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,,
4,181,45,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,9,0
4,181,46,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0
4,181,47,1,8,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,9,0
4,181,48,1,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,9,0
4,181,49,1,2,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,15,1
4,181,50,1,6,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,20,1
4,181,51,1,8,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,13,1
4,181,52,1,5,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,10,1
4,181,53,1,3,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,16,0
4,181,54,1,4,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,20,1
4,181,55,1,7,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,14,1
4,181,56,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,15,1
4,181,57,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,14,0
4,181,58,1,3,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,14,1
4,181,59,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,9,1
4,181,60,1,6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,12,0
4,181,61,1,5,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,15,1
4,181,62,1,8,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,13,1
4,181,63,1,4,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,15,0
4,181,64,1,7,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,16,0
4,181,65,1,4,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,18,1
4,181,66,1,8,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,14,1
4,181,67,1,7,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,14,1
4,181,68,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,11,1
4,181,69,1,5,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,17,1
4,181,70,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,15,1
4,181,71,1,6,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,20,1
4,181,72,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,7,0
4,181,73,1,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,9,1
4,181,74,1,8,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,10,0
4,181,75,1,6,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,8,1
4,181,76,2,4,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,11,1
4,181,77,2,5,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,,
4,181,78,2,3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,9,1
4,181,79,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,16,1
4,181,80,2,7,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,,
4,181,81,2,2,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,10,1
4,181,82,2,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,10,0
4,181,83,2,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0
4,181,84,2,4,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,9,0
4,181,85,2,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,8,0
4,181,86,2,7,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,20,1
4,181,87,2,3,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,13,0
4,181,88,2,5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0
4,181,89,2,8,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,14,0
4,181,90,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,11,0
4,181,91,2,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,14,1
4,181,92,2,4,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,9,1
4,181,93,2,8,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,14,1
4,181,94,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,14,0
4,181,95,2,7,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,16,0
4,181,96,2,6,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,13,0
4,181,97,2,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,11,1
4,181,98,2,5,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,9,0
4,181,99,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,10,1
4,181,100,2,3,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,12,0
4,181,101,2,6,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,17,0
4,181,102,2,7,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,16,0
4,181,103,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0
4,181,104,2,8,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,14,0
4,181,105,2,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8,0
4,181,106,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,10,1
4,181,107,2,4,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,13,1
4,181,108,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,13,0
4,181,109,2,8,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,14,1
4,181,110,2,7,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,17,0
4,181,111,2,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,15,0
4,181,112,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,19,0
4,181,113,2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0
4,181,114,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,10,0
4,181,115,2,5,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,20,0
4,181,116,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0
4,181,117,2,6,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,20,1
4,181,118,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,13,0
4,181,119,2,7,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,20,1
4,181,120,2,3,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,20,1
4,181,121,2,4,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,12,1
4,181,122,2,8,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,8,1
4,181,123,2,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,10,1
4,181,124,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,14,0
4,181,125,2,6,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,17,0
4,181,126,2,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,14,0
4,181,127,2,5,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,19,0
4,181,128,2,3,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,16,0
4,181,129,2,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,20,0
4,181,130,2,7,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,16,1
4,181,131,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,12,0
4,181,132,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11,1
4,181,133,2,3,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,14,1
4,181,134,2,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,18,1
4,181,135,2,6,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,17,0
4,181,136,2,5,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,12,1
4,181,137,2,8,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,13,1
4,181,138,2,4,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,16,1
4,181,139,2,7,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,12,0
4,181,140,2,4,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,15,1
4,181,141,2,8,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,14,0
4,181,142,2,7,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,16,0
4,181,143,2,2,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,19,1
4,181,144,2,5,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,20,1
4,181,145,2,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,,
4,181,146,2,6,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,7,1
4,181,147,2,3,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,15,0
4,181,148,2,3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,,
4,181,149,2,8,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,15,0
4,181,150,2,6,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,7,1
4,181,151,3,4,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0
4,181,152,3,5,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,10,0
4,181,153,3,3,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,12,0
4,181,154,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,13,0
4,181,155,3,7,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,20,0
4,181,156,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,20,0
4,181,157,3,8,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,12,0
4,181,158,3,6,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,14,1
4,181,159,3,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,0
4,181,160,3,6,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,15,0
4,181,161,3,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,0
4,181,162,3,3,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,17,1
4,181,163,3,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,19,0
4,181,164,3,8,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,20,0
4,181,165,3,2,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,17,1
4,181,166,3,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,19,0
4,181,167,3,4,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,,
4,181,168,3,8,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,14,1
4,181,169,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0
4,181,170,3,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,20,1
4,181,171,3,6,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,20,1
4,181,172,3,2,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,,
4,181,173,3,5,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,19,0
4,181,174,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,,
4,181,175,3,3,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,,
4,181,176,3,6,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,19,1
4,181,177,3,7,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,18,1
4,181,178,3,2,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,,
4,181,179,3,8,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,10,1
4,181,180,3,5,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,16,1
4,181,181,3,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0
4,181,182,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,15,0
4,181,183,3,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,14,1
4,181,184,3,8,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,8,0
4,181,185,3,7,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,20,0
4,181,186,3,4,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,14,1
4,181,187,3,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,16,0
4,181,188,3,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0
4,181,189,3,3,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,20,0
4,181,190,3,5,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,16,1
4,181,191,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0
4,181,192,3,6,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,11,1
4,181,193,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,9,0
4,181,194,3,7,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,18,0
4,181,195,3,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,13,0
4,181,196,3,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,13,0
4,181,197,3,8,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0
4,181,198,3,5,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,18,1
4,181,199,3,2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,13,1
4,181,200,3,6,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,10,1
4,181,201,3,8,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0
4,181,202,3,5,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,18,1
4,181,203,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,18,0
4,181,204,3,4,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,13,1
4,181,205,3,7,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,14,1
4,181,206,3,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,,
4,181,207,3,2,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,15,0
4,181,208,3,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,18,0
4,181,209,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,,
4,181,210,3,6,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,16,1
4,181,211,3,5,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,19,0
4,181,212,3,8,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,18,1
4,181,213,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,,
4,181,214,3,7,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,18,0
4,181,215,3,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,14,0
4,181,216,3,8,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,17,0
4,181,217,3,7,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,15,1
4,181,218,3,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,15,0
4,181,219,3,5,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,19,0
4,181,220,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,19,0
4,181,221,3,6,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0
4,181,222,3,3,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,18,0
4,181,223,3,3,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,12,1
4,181,224,3,8,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,
4,181,225,3,6,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,,
4,181,226,4,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,19,1
4,181,227,4,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,14,0
4,181,228,4,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,20,0
4,181,229,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,14,1
4,181,230,4,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,14,0
4,181,231,4,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,17,0
4,181,232,4,8,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,20,0
4,181,233,4,6,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,17,0
4,181,234,4,4,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,19,1
4,181,235,4,6,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,19,1
4,181,236,4,7,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,18,1
4,181,237,4,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,16,1
4,181,238,4,5,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,14,1
4,181,239,4,8,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,14,0
4,181,240,4,2,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,14,0
4,181,241,4,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,20,0
4,181,242,4,4,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,20,0
4,181,243,4,8,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,17,0
4,181,244,4,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,17,1
4,181,245,4,7,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,20,0
4,181,246,4,6,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,19,0
4,181,247,4,2,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,18,0
