block_type,set_index,set_size,trial_in_set,problem_text,shown_answer,is_true_display,resp_true,resp_correct,timeout,rt_problem,rt_answer,letter,letter_position,letter_shown,recall_letter,recall_click_index
main,8,5,2,9 / 9 = ?,0,False,False,True,False,12.405367200030014,0.8783642000053078,S,2,True,,
main,8,5,3,8 * 1 = ?,8,True,True,True,False,3.308329700026661,1.1598939000396058,Q,3,True,,
main,8,5,4,7 / 1 = ?,7,True,True,True,False,8.273507000063546,0.6503601999720559,J,4,True,,
main,8,5,5,5 + 8 = ?,14,False,True,False,False,6.266333699924871,1.3441899999743327,R,5,True,,
main_recall,8,5,1,,,,,,,,,Y,1,False,H,1
main_recall,8,5,2,,,,,,,,,S,2,False,Q,2
main_recall,8,5,3,,,,,,,,,Q,3,False,J,3
main_recall,8,5,4,,,,,,,,,J,4,False,R,4
main_recall,8,5,5,,,,,,,,,R,5,False,K,5
main,9,6,1,16 / 8 = ?,0,False,False,True,False,13.273128199973144,0.8279685999732465,R,1,True,,
main,9,6,2,3 - 3 = ?,1,False,False,True,False,1.9433234999887645,0.7371021999279037,S,2,True,,
main,9,6,3,9 * 5 = ?,42,False,False,True,False,11.229906000080518,0.8274328999686986,Q,3,True,,
main,9,6,4,7 * 1 = ?,9,False,False,True,False,3.255371500039473,0.8550322001101449,J,4,True,,
main,9,6,5,6 * 9 = ?,54,True,True,True,False,7.4807584000518546,1.0682583999587223,Y,5,True,,
main,9,6,6,9 - 4 = ?,5,True,True,True,False,6.934860700042918,0.565525499987416,L,6,True,,
main_recall,9,6,1,,,,,,,,,R,1,False,R,1
main_recall,9,6,2,,,,,,,,,S,2,False,S,2
main_recall,9,6,3,,,,,,,,,Q,3,False,Q,3
main_recall,9,6,4,,,,,,,,,J,4,False,J,4
main_recall,9,6,5,,,,,,,,,Y,5,False,Y,5
main_recall,9,6,6,,,,,,,,,L,6,False,L,6
main,10,4,1,8 - 3 = ?,3,False,False,True,False,8.303287100046873,0.9138960000127554,Q,1,True,,
main,10,4,2,25 / 5 = ?,5,True,True,True,False,2.470948199974373,0.6493235999951139,P,2,True,,
main,10,4,3,9 * 8 = ?,73,False,False,True,False,4.06258740008343,1.086766800028272,N,3,True,,
main,10,4,4,54 / 6 = ?,9,True,True,True,False,5.2533639000030234,0.7797711999155581,R,4,True,,
main_recall,10,4,1,,,,,,,,,Q,1,False,Q,1
main_recall,10,4,2,,,,,,,,,P,2,False,P,2
main_recall,10,4,3,,,,,,,,,N,3,False,N,3
main_recall,10,4,4,,,,,,,,,R,4,False,R,4
main,11,5,1,8 + 4 = ?,12,True,True,True,False,3.9793387000681832,0.5851300000213087,Q,1,True,,
main,11,5,2,8 * 7 = ?,55,False,False,True,False,4.968496799934655,1.18165919999592,F,2,True,,
main,11,5,3,18 / 3 = ?,6,True,True,True,False,8.17035039991606,0.5599550000624731,S,3,True,,
main,11,5,4,6 * 2 = ?,12,True,False,False,False,3.170549900038168,1.2539204000495374,N,4,True,,
main,11,5,5,6 - 5 = ?,1,True,True,True,False,4.028138599940576,0.44775579997804016,L,5,True,,
main_recall,11,5,1,,,,,,,,,Q,1,False,Q,1
main_recall,11,5,2,,,,,,,,,F,2,False,F,2
main_recall,11,5,3,,,,,,,,,S,3,False,N,3
main_recall,11,5,4,,,,,,,,,N,4,False,S,4
main_recall,11,5,5,,,,,,,,,L,5,False,L,5
main,12,7,1,24 / 4 = ?,4,False,False,True,False,18.427130799973384,0.682579500018619,L,1,True,,
main,12,7,2,6 - 4 = ?,2,True,False,False,False,5.319947600015439,0.00918139994610101,Q,2,True,,
main,12,7,3,1 * 5 = ?,5,True,True,True,False,3.6581670000450686,1.4872337999986485,J,3,True,,
main,12,7,4,1 + 5 = ?,8,False,False,True,False,3.976407299982384,0.8262068000622094,S,4,True,,
main,12,7,5,8 + 4 = ?,12,True,False,False,False,2.3658120000036433,1.7407521000131965,H,5,True,,
main,12,7,6,8 - 8 = ?,1,False,False,True,False,0.9165760000469163,0.8398323999717832,K,6,True,,
main,12,7,7,8 * 4 = ?,35,False,False,True,False,2.690007400000468,0.8053988999454305,R,7,True,,
main_recall,12,7,1,,,,,,,,,L,1,False,L,1
main_recall,12,7,2,,,,,,,,,Q,2,False,N,2
main_recall,12,7,3,,,,,,,,,J,3,False,S,3
main_recall,12,7,4,,,,,,,,,S,4,False,R,4
main_recall,12,7,5,,,,,,,,,H,5,False,Q,5
main_recall,12,7,6,,,,,,,,,K,6,False,K,6
main_recall,12,7,7,,,,,,,,,R,7,False,T,7
main,13,7,1,18 / 6 = ?,0,False,False,True,False,13.026281900005415,0.5888998999726027,Q,1,True,,
main,13,7,2,6 * 1 = ?,6,True,True,True,False,3.179443300003186,1.8376756000798196,Y,2,True,,
main,13,7,3,5 * 5 = ?,25,True,True,True,False,5.0244142999872565,0.8914850000292063,J,3,True,,
main,13,7,4,4 - 2 = ?,2,True,True,True,False,2.8662815000861883,0.7928571000229567,F,4,True,,
main,13,7,5,2 / 2 = ?,0,False,False,True,False,6.529076999984682,0.5904886999633163,T,5,True,,
main,13,7,6,9 - 4 = ?,3,False,False,True,False,6.400983800063841,0.5626236000098288,P,6,True,,
main,13,7,7,16 / 8 = ?,2,True,False,False,False,4.305459500057623,1.380414400016889,S,7,True,,
main_recall,13,7,1,,,,,,,,,Q,1,False,Q,1
main_recall,13,7,2,,,,,,,,,Y,2,False,Y,2
main_recall,13,7,3,,,,,,,,,J,3,False,J,3
main_recall,13,7,4,,,,,,,,,F,4,False,N,4
main_recall,13,7,5,,,,,,,,,T,5,False,L,5
main_recall,13,7,6,,,,,,,,,P,6,False,P,6
main_recall,13,7,7,,,,,,,,,S,7,False,S,7
main,14,6,1,5 / 5 = ?,2,False,False,True,False,11.248824000009336,0.8405208000913262,R,1,True,,
main,14,6,2,5 - 2 = ?,3,True,True,True,False,4.874987500021234,0.5358732999302447,S,2,True,,
main,14,6,3,4 + 4 = ?,11,False,False,True,False,5.325690799974836,0.599158100085333,L,3,True,,
main,14,6,4,2 * 3 = ?,5,False,False,True,False,4.304883100092411,0.7936497000046074,H,4,True,,
main,14,6,5,5 - 2 = ?,3,True,True,True,False,5.736235999967903,0.5764431999996305,Y,5,True,,
main,14,6,6,9 * 2 = ?,19,False,False,True,False,3.4707741000456735,0.8434082999592647,K,6,True,,
main_recall,14,6,1,,,,,,,,,R,1,False,R,1
main_recall,14,6,2,,,,,,,,,S,2,False,S,2
main_recall,14,6,3,,,,,,,,,L,3,False,L,3
main_recall,14,6,4,,,,,,,,,H,4,False,H,4
main_recall,14,6,5,,,,,,,,,Y,5,False,Y,5
main_recall,14,6,6,,,,,,,,,K,6,False,K,6
main,15,4,1,4 * 1 = ?,4,True,True,True,False,6.257051600026898,0.7645084999967366,T,1,True,,
main,15,4,2,2 * 9 = ?,16,False,True,False,False,3.825291999964975,0.011008800007402897,N,2,True,,
main,15,4,3,3 - 1 = ?,0,False,False,True,False,3.2529532000189647,0.8845291000325233,L,3,True,,
main,15,4,4,7 * 7 = ?,49,True,True,True,False,3.033564000041224,0.755697900080122,H,4,True,,
main_recall,15,4,1,,,,,,,,,T,1,False,H,1
main_recall,15,4,2,,,,,,,,,N,2,False,L,2
main_recall,15,4,3,,,,,,,,,L,3,False,P,3
main_recall,15,4,4,,,,,,,,,H,4,False,T,4
